fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"25593","-616503,55+247100,79",SUP,F,"55","19",JIN,ES30EO20FI20HG20SE10
"25594","-616503,77+243231,01",SUP,F,"75","21",JIN,ES30CR20FT20EO10FR10TA10
"25595","-616505,07+257408,26",SUP,F,"75","23",VIN,PE30BP20ES20EO10FT10RX10
"25596","-616508,38+247271,02",SUP,F,"85","25","70",PE70BP10ER10SE10
"25597","-616510,34+256874,84",SUP,F,"75","21",JIN,ES50FI20EO10FT10SE10
"25598","-616511,98+235579,76",SUP,F,"55","24",VIN,ES30CR20TA20EO10FT10HG10
"25599","-616512,99+239971,58",SUP,F,"35","6","10",FX100
"25600","-616514,75+239846,45",SUP,F,"75","22",JIN,BJ20EO20ES20FT20FR10TA10
"25601","-616517,87+247399,35",SUP,F,"75","25","70",PE60BP10ER10PB10SE10
"25602","-616518,80+227714,69",SUP,MF,"75","17",JIN,ER30FI20CR10FT10SE20PB10
"25603","-616521,38+234395,28",SUP,MF,"85","22",VIN,ES20FT20EO10TA10PU20RX10SE10
"25604","-616526,39+235932,28",SUP,F,"75","23",VIN,ES30FT20CR10EO10FI10TA10RX10
"25605","-616526,60+199397,58",SUP,MR,"45","16",VIN,SB30EB10PB10TO10EO20EA10FX10
"25606","-616527,81+227013,51",SUP,F,"65","24",VIN,CR30ES30EO20FT10PE10
"25607","-616531,33+237481,93",SUP,F,"75","15","50",EO30BP20ES10FT10PE10SB20
"25608","-616531,66+215786,77",SUP,MF,,"3","10",FXRX
"25609","-616531,96+245059,76",SUP,MR,"75","16","50",SB40EB30EO10FI10FT10
"25610","-616536,28+229706,16",SUP,R,"65","8","10",EB70SB20PB10
"25611","-616539,31+237174,27",SUP,F,"95","15","30",BP30PE30ER20FT20
"25612","-616539,35+220635,03",SUP,MR,"55","16",JIN,SB30EB20TO20EO10FH10FI10
"25613","-616540,47+227444,52",INF,F,"75","8","10",PE60ER20FT20
"25614","-616540,47+227444,52",SUP,MF,"25","22",JIN,ER30CR10FT10PE10PB40
"25615","-616542,17+212105,66",SUP,MF,"85","19",VIN,PE30EO20FH10TO20RX10SE10
"25616","-616542,53+216387,66",SUP,MR,"75","16",JIN,EB30SB30PB10EO20PE10
"25617","-616544,31+208213,04",SUP,MM,"45","18",JIN,SB30TO20EO30FH10PE10
"25618","-616546,41+245685,96",SUP,MF,"75","13","30",BP20PE20EO10FT10SB30RX10
"25619","-616546,68+233867,58",SUP,R,"75","23",VIN,PB40EB20PR10SB10ER10FT10
"25620","-616548,60+239385,29",SUP,MF,"45","23",VIN,ES30CR10EO10FI10FT10PB20PR10
"25621","-616549,59+234204,95",SUP,MM,"75","19",JIN,SB30EB10RX10FO20EO10FH10FT10
"25622","-616551,08+236649,59",SUP,F,"85","24",VIN,ES60BJ10CR10EO10FT10
"25623","-616551,12+245004,67",SUP,F,"75","21",VIN,EO20FI20HG20BJ10ES10RX10SE10
"25624","-616551,55+215611,64",SUP,MR,"75","14","30",EB40SB20RX10EO20PE10
"25625","-616552,96+236440,90",SUP,F,"95","23",VIN,ES60CR20EO10FT10
"25626","-616554,10+232127,22",SUP,MF,"55","19",JIN,EO30ES20FI10FT10SE20PB10
"25627","-616556,25+215448,33",SUP,F,"85","17",JIN,EO40BJ10EA10FH10PE10SB20
"25628","-616556,90+234034,10",SUP,R,"75","23",VIN,PB40EB20PR10SB10ER10FT10
"25629","-616557,24+255632,79",SUP,F,"85","22",VIN,BJ50ES20EO10FI10RX10
"25630","-616561,33+232591,21",SUP,F,"85","23",JIN,ES50TA20CR10EO10FT10
"25631","-616562,13+229329,71",SUP,R,"65","9","10",EB60PB20SB20
"25632","-616563,34+229496,89",SUP,F,"95","22","50",BP20ER20FT20PE20TA10SE10
"25633","-616563,72+252260,20",SUP,F,"55","22",VIN,CR60ES30FT10
"25634","-616563,77+248297,28",SUP,F,"85","20",JIN,PE40ER20BJ10FH10FT10PB10
"25635","-616564,11+239603,62",SUP,F,"85","20",JIN,CR40ES20EO10FT10HG10RX10
"25636","-616564,42+245524,29",SUP,MM,"65","14","30",SB30EB20EO20FI20FO10
"25637","-616564,80+222489,35",SUP,R,,"3","10",RX
"25638","-616565,46+242782,77",SUP,MF,"55","20",JIN,CR20ES20EO10FI10FT10EB20SB10
"25639","-616565,53+228984,62",SUP,R,"35","15",JIN,EB40PB20SB20TO10FT10
"25640","-616567,46+226184,44",SUP,F,"65","23",VIN,ES40CR20TA20EO10FT10
"25641","-616567,76+249857,55",SUP,MR,"65","23",JIN,PB40SE20PE30FT10
"25642","-616571,18+201879,69",SUP,MM,"75","22",VIN,TO30PB10SB10ER20PE20FT10
"25643","-616572,54+213497,06",SUP,F,"75","20",VIN,ES30EO20PE20FT10PB10SE10
"25644","-616573,07+212533,64",SUP,MF,"75","19",JIN,EO30PE30PB20SE20
"25645","-616574,71+245770,11",SUP,MF,"75","23","70",PE30BP20EO10PB20SE20
"25646","-616576,58+215221,70",SUP,MR,"75","14",JIN,EB40PB30EO20PE10
"25647","-616576,88+201372,59",SUP,MF,"65","16",VIN,FO30EO10FH10PE10TO30SE10
"25648","-616577,37+209808,69",SUP,R,"65","22","50",RZ100
"25649","-616578,48+210214,81",SUP,F,"45","23",VIN,ES40EO20FT10PE10PU20
"25650","-616578,69+212878,65",SUP,MR,"75","19","50",RZ60ER20FT10PE10
"25651","-616579,19+200656,03",SUP,MR,"65","16",JIN,SB30EN20TO10EO20FH10FX10
"25652","-616581,56+246212,25",SUP,F,"75","21",VIN,ES40HG30EO20FT10
"25653","-616582,94+237673,73",SUP,R,"65","14","30",PB40EB20SB20ER10FI10
"25654","-616584,89+231247,33",SUP,F,"85","21",JIN,EO30BJ20BP10ES10FT10PE10TA10
"25655","-616586,03+251078,63",SUP,F,"75","18",JIN,CR30ES30PE20FT10RX10
"25656","-616587,67+214344,84",SUP,R,"65","17","50",EB60PB40
"25657","-616588,16+234102,90",SUP,R,"75","23",VIN,PB40EB20PR10SB10ER10FT10
"25658","-616588,18+256256,68",INF,F,"75","20","70",ES40BJ20EO20TA10SE10
"25659","-616588,18+256256,68",SUP,F,"25","28","90",PE90PB10
"25660","-616593,21+231698,40",SUP,F,"75","21",JIN,EO30ES20FI20CR10FT10HG10
"25661","-616594,52+218829,85",SUP,R,"85","20","50",RZ100
"25662","-616595,22+241733,93",SUP,F,"75","19",JIN,EO20FT20PE20BP10ES10TA10SB10
"25663","-616595,78+209977,04",SUP,F,"65","18",JIN,EO20ES20FH20PE20PU20
"25664","-616597,63+221954,59",SUP,F,"75","17",JIN,FO60FH30EO10
"25665","-616600,79+244892,55",SUP,F,"75","21",VIN,EO20FI20HG20BJ10ES10RX10SE10
"25666","-616603,60+225597,82",SUP,F,"75","22",VIN,CR40ER20PE20FT10RX10
"25667","-616603,63+235261,88",SUP,F,"85","16","30",PE60ER20BP10FT10
"25668","-616604,25+245006,52",SUP,F,"75","22",VIN,CR40ER20FT10HG10PE10RX10
"25669","-616604,89+210935,57",SUP,MR,"65","17",JIN,PU20SE20TO20EO20PE20
"25670","-616607,71+252974,38",SUP,F,"75","21",VIN,ES40HG40FT10TA10
"25671","-616608,22+224426,79",SUP,MF,"75","14",JIN,FH70TO20SE10
"25672","-616608,67+199621,92",SUP,MR,"75","19",VIN,PB50SE10EO20EA10FT10
"25673","-616610,72+211701,36",SUP,F,"85","20",JIN,EO40FH20PE20FT10RX10
"25674","-616611,57+204220,24",SUP,F,"95","19",JIN,EO30ES20FH10FI10FR10TA10PB10
"25675","-616612,52+202728,58",SUP,MM,"65","22",JIN,PB30RX10TO10ER20FT20FI10
"25676","-616612,93+221330,82",SUP,MF,"85","20",JIN,PE30EO20FH10SB30EB10
"25677","-616613,23+236052,53",SUP,F,"85","24",VIN,ES40CR30EO10FT10TA10
"25678","-616613,74+249526,76",SUP,MF,"45","16",JIN,FO30EO20FT10SB20EB10RX10
"25679","-616614,04+232445,81",SUP,MR,"45","13",JIN,EB30SB20PB10PE20BP10EO10
"25680","-616614,12+226440,59",SUP,F,"85","22",JIN,ES50TA20EO10FT10PE10
"25681","-616616,72+200110,69",SUP,MR,"65","16",VIN,PB50PR10RX10EA10EO10FH10
"25682","-616618,04+250455,94",SUP,F,"95","16","30",PE70BP20SE10
"25683","-616618,65+239287,36",SUP,R,"75","25","70",PR50PB30ER10FT10
"25684","-616619,15+225130,91",SUP,F,"75","20",JIN,ES40CR20FI20EO10FT10
"25685","-616621,29+245987,34",SUP,F,"85","22",VIN,CR60ER20FT10RX10
"25686","-616621,49+247982,67",SUP,F,"75","25","70",PE60BP10ER10PB10SE10
"25687","-616624,27+251423,84",SUP,F,"75","23",JIN,PE30BJ20EO20ES20SE10
"25688","-616624,83+245289,64",SUP,MF,"75","16",JIN,BP30EO20PE10EB20SB20
"25689","-616626,90+247778,76",SUP,F,"75","21",JIN,ES30EO20PE20BP10FT10SE10
"25690","-616627,34+213657,68",SUP,F,"95","24",VIN,ES70EO10FT10TA10
"25691","-616627,65+222228,35",SUP,F,"75","10","10",PE40FH30EO10SE20
"25692","-616629,47+244151,86",SUP,F,"75","19",JIN,HG30EO20ES20CR10FI10FT10
"25693","-616629,98+232713,46",SUP,MM,"75","20",JIN,SB50EO30ES10FT10
"25694","-616632,20+251716,58",SUP,MF,"75","21",JIN,PE30EO20FT10EB20SB20
"25695","-616632,43+234788,38",SUP,F,"95","10","10",PE40ER30FT20BP10
"25696","-616632,89+230410,19",SUP,F,"95","16","30",PE40ES20FT20BP10EO10
"25697","-616633,42+252603,33",SUP,F,"55","21",VIN,ES50HG30CR10FT10
"25698","-616636,80+249271,22",SUP,MF,"65","20",JIN,BJ20EO20FO20PE10SE20PB10
"25699","-616636,96+237018,03",SUP,F,"75","17",JIN,ES40FT20PE20BP10EO10
"25700","-616637,51+222669,45",SUP,MF,"65","22",VIN,PE40BP10EO10SB20EB10PB10
"25701","-616637,95+222093,53",SUP,R,"75","8","10",RZ100
"25702","-616638,60+256611,46",SUP,MF,"75","26",VIN,PE40BP10ER10FT10PU20SE10
"25703","-616640,02+231454,44",SUP,F,"75","22",VIN,ES40CR20EO20HG10TA10
"25704","-616640,39+228259,73",SUP,MF,"85","17",JIN,EO30BP20FT10PE10EB20SB10
"25705","-616640,64+243478,28",SUP,F,"85","8","10",EO30ES20PE20BP10HG10SB10
"25706","-616642,86+226053,60",SUP,F,"85","21",VIN,CR50ER30FT10RX10
"25707","-616643,53+225381,51",SUP,F,"85","21",JIN,ES40EO20PE20FT10TA10
"25708","-616645,01+230728,44",SUP,F,"75","20",JIN,EO20ES20BJ10FI10FT10TA10EB20
"25709","-616646,64+248249,65",SUP,F,"85","22",VIN,ES40BJ20FT10HG10TA10SE10
"25710","-616647,07+255981,68",SUP,F,"75","23",VIN,BJ20ER20PE20BP10FT10SE20
"25711","-616648,06+214046,89",SUP,MR,"65","16",VIN,TO40SB20FO20EO10PE10
"25712","-616649,99+211110,47",SUP,R,"75","14","30",RZ80RX10FX10
"25713","-616658,30+217047,77",SUP,MR,,"3","10",RXFX
"25714","-616658,47+248131,65",SUP,F,"75","21",VIN,ES50HG20FI10FT10SE10
"25715","-616658,87+231954,58",SUP,MF,"85","23",JIN,BP20ER20PE20FT10SE20PB10
"25716","-616659,77+241291,52",SUP,R,"85","19","50",RZ100
"25717","-616660,09+253137,97",SUP,F,"85","21",VIN,ES50HG30FT10TA10
"25718","-616660,54+211513,08",SUP,MR,"75","19",VIN,SB20TO20EB10PB10PE20EO10FT10
"25719","-616661,83+237430,27",SUP,F,"95","17","50",BP30PE30ER20FT10SB10
"25720","-616661,86+248987,23",SUP,MF,"55","19",JIN,PE30EO20FT10PB20SE20
"25721","-616662,90+250946,32",SUP,F,"75","16",JIN,CR40ES20EO10FT10PE10RX10
"25722","-616664,31+252102,35",SUP,F,"75","18",VIN,CR60ES20EO10FT10
"25723","-616665,43+243263,43",SUP,F,,"3","10",FX
"25724","-616667,54+254474,08",SUP,F,"75","25",JIN,PE40ES20BJ10EO10TA10SE10
"25725","-616667,73+239881,99",SUP,MR,"45","24",VIN,PB40PR20ER20FT10TA10
"25726","-616669,57+235681,69",INF,F,"75","10","10",ER30PE30FT20BP10FX10
"25727","-616669,57+235681,69",SUP,F,"25","22",VIN,ES30CR20EO20FT20TA10
"25728","-616672,58+204682,07",SUP,F,"55","18",VIN,ER20FH20FN20FI10FO10FT10RX10
"25729","-616673,31+233688,48",SUP,R,"75","22","50",PR100
"25730","-616674,37+240092,16",SUP,F,"85","21",JIN,ES40CR20EO10FI10FT10TA10
"25731","-616676,82+242012,31",SUP,F,"75","17","50",EO20FT20PE20BJ10BP10ES10RX10
"25732","-616678,09+227235,30",SUP,F,"95","23",VIN,ES60FT20CR10PE10
"25733","-616680,28+248794,54",INF,F,"35","8","10",PE60ER20FT10SB10
"25734","-616680,28+248794,54",SUP,F,"35","20",JIN,ES40EO20HG20FT10SE10
"25735","-616681,19+248571,17",SUP,MF,"65","20",VIN,ES30FI20EO10FT10SE20PB10
"25736","-616682,68+216774,34",SUP,MF,"65","11",JIN,PE40EO20FH10SB30
"25737","-616683,40+218031,70",SUP,MF,"75","19",JIN,EO30EA20FH10FO10SE20TO10
"25738","-616683,79+234123,29",SUP,F,"85","22",JIN,ES40EO20BJ10CR10TA10RX10
"25739","-616686,88+218566,14",SUP,F,"85","17",JIN,EO30EA20FH20PE20RX10
"25740","-616686,98+255565,67",SUP,MF,"75","23",VIN,PE30ES20EO10FT10SE20RX10
"25741","-616688,37+212070,10",SUP,MR,"85","23","70",PB70ER20PE10
"25742","-616689,52+227874,89",SUP,R,"75","17",JIN,PB40EB30SB20FI10
"25743","-616689,52+244689,50",SUP,F,"75","23",VIN,ES30HG20PE20EO10FT10RX10
"25744","-616689,54+242506,75",SUP,F,"35","19",JIN,ES30CR20TA20BJ10EO10FT10
"25745","-616696,34+209824,75",SUP,R,"75","18",JIN,TO40PU20PI10SE10ER10FI10
"25746","-616699,56+251880,95",SUP,F,"75","21",VIN,ES40CR20EO10FT10HG10PE10
"25747","-616699,56+255395,68",SUP,R,"75","25",VIN,PB40EB20SB10TO10FT10PE10
"25748","-616700,54+235942,45",SUP,MF,"55","22",VIN,EO20FI20ES10FT10PU20SE20
"25749","-616704,89+250146,43",INF,F,"45","16","30",PE60ER20FT10SE10
"25750","-616704,89+250146,43",SUP,MM,"25","22",JIN,PB50ER20PE20FT10
"25751","-616704,92+230120,44",SUP,MF,"75","21",JIN,ER30FI10FO10FT10SE20PU10RX10
"25752","-616707,90+210488,99",SUP,MF,"85","21",JIN,EO20ES20FT10HG10PE10PU20RX10
"25753","-616708,68+233213,55",SUP,MR,"55","22",JIN,EB30ML20RX10BP20FH10PE10
"25754","-616709,64+210592,91",SUP,MR,"45","21",VIN,PB40PU20ER20FT10HG10
"25755","-616710,02+243951,46",SUP,F,"85","7","10",ES40EO20HG20FI10FT10
"25756","-616714,00+226888,52",SUP,MF,"75","19",JIN,EO20PE20BP10FO10SE20TO20
"25757","-616714,44+244858,13",SUP,F,"75","22",VIN,CR40ER20FT10HG10PE10RX10
"25758","-616716,02+234620,60",SUP,F,"95","20","50",BP30ER20FT20PE10PR20
"25759","-616716,22+204548,21",SUP,F,"95","21",JIN,EO30ES20FH10FI10FT10TA10PB10
"25760","-616721,65+234916,38",INF,F,"75","8","10",ES40FT30FI20FX10
"25761","-616721,65+234916,38",SUP,F,"25","23",VIN,ES50EO20CR10FT10TA10
"25762","-616722,47+234388,85",SUP,F,"75","23",VIN,ES30CR20EO10FI10FT10TA10PB10
"25763","-616723,67+253518,56",SUP,MF,"75","25",VIN,PE40BJ10EO10FT10SB20EB10
"25764","-616724,78+216124,57",SUP,MR,"65","16",JIN,SB30EB20TO10EO20FH10PE10
"25765","-616725,50+242326,24",SUP,F,"75","21",JIN,ES30CR20TA20EO10FT10HG10
"25766","-616728,24+237918,48",SUP,F,"95","16","50",BP40EO20ES20FT10SB10
"25767","-616728,63+224112,90",SUP,R,"85","27","70",PB90FT10
"25768","-616733,57+213833,10",SUP,F,"85","21",JIN,ES30PE30FT20EO10PU10
"25769","-616733,67+242668,22",SUP,F,"55","6","10",FX60FN30RX10
"25770","-616735,94+254068,58",SUP,F,"95","20",JIN,ES50FI20CR10EO10FT10
"25771","-616737,82+232842,92",SUP,F,"95","22",JIN,BP40EO20PE20BJ10SB10
"25772","-616741,20+229539,99",SUP,F,"85","20",JIN,EO20ES20PE20BP10FT10HG10TA10
"25773","-616741,66+217275,97",SUP,MF,"65","20",JIN,EO30PE30FH10SB20TO10
"25774","-616743,41+210350,02",SUP,R,"55","20",JIN,PB60PU20ER20
"25775","-616744,32+241755,34",SUP,F,"75","22",JIN,ES30EO20CR10FI10FT10TA10SE10
"25776","-616745,46+257223,07",SUP,MR,"75","20",VIN,TO30EN20SE20BJ10EO10PE10
"25777","-616745,88+243033,45",SUP,MF,,"2","10",FXRX
"25778","-616750,74+231197,59",SUP,F,"85","23",VIN,ES60EO20CR10FT10
"25779","-616752,16+250648,26",SUP,F,"85","27","70",PE70ER10PB10SE10
"25780","-616752,46+220915,59",SUP,MF,"65","21",JIN,PE30ER10FO10FT10PI20SE20
"25781","-616753,02+214299,70",SUP,F,"65","16",JIN,EO50PE20FH10FT10RX10
"25782","-616753,05+252823,19",SUP,F,"65","21",VIN,ES40HG40FT10TA10
"25783","-616753,21+239257,00",SUP,MR,"65","23",JIN,PB30PR20SE10ER20FI10FT10
"25784","-616754,19+216663,20",SUP,MF,,"3","10",FXRX
"25785","-616757,81+237519,29",SUP,MF,"65","16","50",BP20PE20ER10FT10SB30EB10
"25786","-616758,20+212266,89",SUP,MF,"85","20",VIN,ER40CR10FT10PE10PU20PB10
"25787","-616759,14+224604,73",SUP,MR,"75","15",VIN,TO60SB10FO30
"25788","-616763,82+240180,03",SUP,F,"65","21",JIN,ES30FT20EO10FR10TA10PB20
"25789","-616764,34+232114,47",SUP,F,"65","19",JIN,EO30FI20BJ10ES10FT10TA10SE10
"25790","-616764,82+247109,24",SUP,F,"85","19","50",PE60ER20FT10HG10
"25791","-616764,86+201925,75",SUP,F,"85","22",JIN,EA30FO30EO20FH10PE10
"25792","-616765,14+218424,33",SUP,MF,"75","18",JIN,EO30FH10FO10PE10SE20RX10TO10
"25793","-616765,34+247795,25",SUP,F,"75","25","70",PE60BP10ER10PB10SE10
"25794","-616766,09+204371,23",SUP,R,"75","24",JIN,PB80FT10PE10
"25795","-616766,82+257103,68",SUP,F,"85","20",JIN,ES30EO20FI20CR10FT10RX10
"25796","-616768,46+245671,76",SUP,MF,"75","21",JIN,BP20EO20PE20SB20EB10PB10
"25797","-616777,33+245292,45",SUP,MF,"75","16",JIN,BP30EO20PE10EB20SB20
"25798","-616777,97+241283,89",SUP,MR,"25","15",JIN,PB30SE20PR10FI20ER10FT10
"25799","-616779,25+251278,85",SUP,F,"75","20",JIN,BJ30ER20PE20FT10SE20
"25800","-616779,65+233084,94",SUP,F,"85","20","50",BP40EO20FT10PE10EB10SB10
"25801","-616780,78+250551,78",SUP,MF,"75","23",JIN,PE30ER20BJ10BP10SE20PB10
"25802","-616781,36+221896,04",SUP,MF,"75","22",JIN,PE30EO20FT10SB20TO20
"25803","-616782,35+204027,58",SUP,F,"85","16",JIN,FO50EO20FH10FT10PE10
"25804","-616782,48+246968,70",SUP,F,"85","20",JIN,ES40HG20CR10FI10FT10SE10
"25805","-616783,18+212703,30",SUP,F,"85","21",JIN,ES40CR20PE20EO10FT10
"25806","-616785,65+251996,36",SUP,F,"85","22",VIN,CR50ES20EO10FT10RX10
"25807","-616787,15+207516,23",SUP,MF,"45","22",VIN,EO30FH20ES10SE20TO20
"25808","-616787,55+244252,79",SUP,MF,"75","22",VIN,CR40ER20FT10SE20PB10
"25809","-616791,72+235268,83",SUP,F,"65","24",VIN,ES40CR20FT20EO10PE10
"25810","-616792,26+251529,74",SUP,F,"85","24","70",PE60BP20EO10SE10
"25811","-616793,99+230574,67",SUP,F,"85","23",VIN,ES30FT20EO10FI10TA10PU10RX10
"25812","-616797,23+212509,73",SUP,F,"85","22",VIN,CR30ES30EO10FT10HG10PE10
"25813","-616797,25+228852,46",SUP,R,"65","17","50",EB60SB30PB10
"25814","-616799,53+234216,55",SUP,MR,"75","24","70",PB50PR10SE10ER20FT10
"25815","-616799,87+250282,97",SUP,F,"85","18",JIN,ES30BP20PE20FT10SE20
"25816","-616800,21+253707,09",SUP,F,"75","21",VIN,ES50EO20FI20FT10
"25817","-616800,25+224325,62",SUP,R,"45","14","50",EB30PB30PR20SB10FI10
"25818","-616801,27+207075,57",SUP,F,"75","24",VIN,ES40EO20FH20PE10SE10
"25819","-616801,73+236762,10",SUP,F,"95","23",VIN,ES60CR20EO10FT10
"25820","-616802,37+242884,45",SUP,MF,"45","22",JIN,ES30CR10EO10FI10FT10PB20SE10
"25821","-616803,43+228318,74",SUP,R,"85","16","50",EB60PB30FX10
"25822","-616805,56+241494,54",SUP,MM,"45","23",JIN,PB20SE20PR10PE20BP10ER10FT10
"25823","-616806,07+226582,12",SUP,F,"85","23",VIN,ES40EO20TA20FT10RX10
"25824","-616806,75+224999,57",SUP,F,"85","23",VIN,CR30ER30FT20PE20
"25825","-616809,06+256778,96",SUP,F,"85","22",VIN,CR40ES20EO10FT10PE10PB10
"25826","-616809,17+256244,05",SUP,F,"85","21",JIN,BJ30EO20PE20ES10FO10SE10
"25827","-616812,34+221272,70",SUP,F,"85","18",JIN,FO50EO20EA10FH10TO10
"25828","-616813,36+247374,37",SUP,MF,"75","22",VIN,ER20PE20BJ10CR10FT10SE20PB10
"25829","-616815,05+233958,32",SUP,MR,"45","23",VIN,PB50RX10ER20CR10FT10
"25830","-616821,08+227108,71",SUP,MF,"55","17",JIN,ER30FI20FT10TA10SE20RX10
"25831","-616822,88+202606,41",SUP,F,"85","26",VIN,EA30EO30TA20FH10FO10
"25832","-616824,52+229692,68",SUP,MF,"85","23",JIN,ER30PE20BP10FT10EB10PI10SB10
"25833","-616826,11+214030,01",SUP,MF,,"3","10",FXRX
"25834","-616828,58+231736,20",SUP,F,"75","20",JIN,ES30CR20EO20FI10FT10HG10
"25835","-616833,57+245273,82",SUP,MR,"75","19",JIN,EB20PI20SB20EO20FI20
"25836","-616835,22+239581,33",SUP,R,"25","19",JIN,PB50PR20SE10ER10FT10
"25837","-616835,71+232462,44",SUP,R,"85","24","50",PR90RX10
"25838","-616836,40+227897,58",SUP,R,"75","13","30",EB70PB20SB10
"25839","-616837,10+252702,35",SUP,F,"55","21",VIN,ES40HG40FT10TA10
"25840","-616838,16+230918,16",SUP,F,"85","22",JIN,EO20ES20FI20BJ10FR10FT10TA10
"25841","-616839,15+202213,08",SUP,F,"85","21",JIN,EA40EO30FO20FH10
"25842","-616841,05+232593,89",SUP,MF,"75","23","70",BP30ER10FT10PE10PB20EB10SB10
"25843","-616844,56+200944,40",SUP,MR,"25","16",VIN,TO40PB20SE10EO20FH10
"25844","-616845,65+229055,07",SUP,R,"55","13","30",EB40PB30SB20RX10
"25845","-616846,79+209282,50",SUP,F,"45","6","10",FX90RX10
"25846","-616847,17+222945,13",SUP,MF,"85","20",JIN,EO30PE20FH10SB30RX10
"25847","-616848,25+227612,88",SUP,F,"85","17",JIN,ES30EO20FI20FT20TA10
"25848","-616850,54+238144,31",SUP,MR,"75","18","50",PB70BP20FT10
"25849","-616852,28+225487,22",SUP,F,"75","22",JIN,EO30PE30FT20BP10ES10
"25850","-616852,58+228677,17",SUP,MM,"75","15",JIN,SB30EB20EO20FI20FO10
"25851","-616855,20+204230,22",SUP,R,"95","23","50",RZ90PB10
"25852","-616856,64+241083,19",SUP,F,"75","14","30",PE50BJ10BP10ER10FO10FT10
"25853","-616857,48+211315,55",SUP,F,"85","21",JIN,EO20ES20FT20PE20BP10RX10
"25854","-616858,50+248907,48",SUP,MF,"75","23",VIN,ES30BJ20FI10FT10PB20SE10
"25855","-616858,57+231847,82",SUP,F,"85","20",JIN,BP30EO20ES20CR10FT10PE10
"25856","-616862,32+212853,38",SUP,F,"85","19",JIN,PE40ES20EO10FT10PB20
"25857","-616864,61+240908,68",SUP,F,"75","22",JIN,ER30PE20BP10CR10FT10PB10SE10
"25858","-616869,50+231109,78",SUP,F,"65","21",VIN,ES40EO20CR10FT10HG10RX10
"25859","-616870,76+206115,67",SUP,F,"35","22",VIN,ES30FN30FT20EO10TA10
"25860","-616871,47+216074,47",SUP,MR,"85","21",VIN,PB50SE10ER20FH10PE10
"25861","-616872,51+256592,36",SUP,F,"85","28","90",PE70ER10FT10SE10
"25862","-616876,09+242235,96",SUP,F,"75","22",JIN,CR30ES30EO10FT10HG10TA10
"25863","-616876,27+251811,45",SUP,F,"75","27","90",PE60ER10FT10PB10SE10
"25864","-616877,14+250023,00",INF,MF,"35","13","30",PE60EO10SB20EB10
"25865","-616877,14+250023,00",SUP,MM,"45","28","90",PB40SE10PE40FT10
"25866","-616877,51+230348,10",SUP,F,"85","23",VIN,ES40CR20EO20FT10TA10
"25867","-616880,19+209127,56",SUP,MF,"75","21",JIN,EO20PE20ES10FT10PU30SE10
"25868","-616880,53+222039,64",SUP,MR,"65","17",JIN,SB30TO20EB10ML10PE20FO10
"25869","-616882,58+214775,58",SUP,MF,,"3","10",FXRX
"25870","-616884,05+234583,70",SUP,F,"85","24",VIN,ES40CR20EO20FT10HG10
"25871","-616884,17+206646,20",SUP,MF,,"2","10",FXRX
"25872","-616887,01+222581,98",SUP,MR,"75","15",VIN,TO40SB20FO30FH10
"25873","-616887,73+213658,08",SUP,F,"25","23",VIN,ES50EO20FT10PU20
"25874","-616888,62+220497,01",SUP,MF,"75","18",JIN,PE30EO20BP10PR20SE20
"25875","-616889,57+229331,76",SUP,MR,"65","15",JIN,EB40PI20SB10FI20EO10
"25876","-616892,36+225242,45",SUP,F,"75","20",JIN,EO30FI20FT20FH10SE20
"25877","-616895,13+202695,85",SUP,F,"75","17",JIN,EA30EO20FO20FX10RX10TO10
"25878","-616896,29+226230,92",SUP,F,"85","21",JIN,ES40CR30FT20TA10
"25879","-616900,43+237167,64",SUP,F,"35","19",JIN,ES50EO20FT20CR10
"25880","-616901,00+205365,90",SUP,MF,"85","22",VIN,ER20FT20PE20TA10PB20SE10
"25881","-616901,49+229961,96",SUP,F,"75","24",VIN,ES30EO20BJ10FT10PE10TA10RX10
"25882","-616901,84+247779,70",SUP,MM,"55","24",VIN,PB30SE20ER20BJ10FT10PE10
"25883","-616906,82+232213,04",SUP,MR,"75","24","70",PB40PR20SE10ER20FT10
"25884","-616907,04+212130,43",SUP,F,"85","11","10",PE60ES20EO10FT10
"25885","-616908,10+235474,86",SUP,MF,"45","21",JIN,ER30FT20FI10SB20EB10RX10
"25886","-616908,66+237401,97",SUP,F,"85","19",JIN,BP40ER20PE20FT10SE10
"25887","-616909,89+252927,96",SUP,F,"75","21",VIN,ES40HG40FT10TA10
"25888","-616910,83+252431,66",SUP,F,"75","21",VIN,ES50CR20EO10FT10HG10
"25889","-616918,35+243865,69",SUP,MF,,"3","10",FXFNRX
"25890","-616918,74+246335,99",SUP,MF,"75","22",VIN,CR30ER20FI10FT10PB20SE10
"25891","-616920,25+213046,46",SUP,F,"55","17",JIN,EO30ES30FI20FT10PB10
"25892","-616921,71+211938,58",SUP,F,"65","19",VIN,ES30EO20PE20FT10TA10PB10
"25893","-616922,74+214358,61",SUP,MR,,"3","10",RXFX
"25894","-616923,02+233910,77",SUP,R,"45","21","50",PR100
"25895","-616923,05+237518,13",SUP,MR,"25","14",JIN,EB40SB20RX10BP10FT10PE10
"25896","-616925,48+218265,61",SUP,R,"65","14",VIN,TO50SB40FO10
"25897","-616930,31+244600,57",SUP,F,"75","22",VIN,EO30ES20BJ10FT10TA10RX10SE10
