fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"34620","+273214,48+566914,20",SUP,MR,"75","10","30",SB50RX10BP30EO10
"34621","+273216,08+575775,92",SUP,R,"75","8","30",SB40EV30RX10BP20
"34622","+273216,75+573246,51",SUP,MF,,"2","10",FXRZ
"34623","+273221,46+568769,53",SUP,R,"65","14",VIN,SB70EB20FX10
"34624","+273221,54+569152,95",SUP,R,"85","7","30",SB70RX10BP10EO10
"34625","+273221,79+573760,07",SUP,MF,"85","9","30",BP50EO20SB20EB10
"34626","+273233,43+568914,87",SUP,R,"65","15",VIN,SB60EB20BP10EO10
"34627","+273234,52+562665,88",SUP,R,"65","18","90",SB50EN20TO20EB10
"34628","+273236,46+564081,22",SUP,F,"95","4","10",FN80FX10RX10
"34629","+273237,54+567165,64",SUP,MM,"75","4","10",RZ30RX20FN30FX20
"34630","+273238,08+567101,74",SUP,R,"85","9","30",SB80EB10EN10
"34631","+273241,05+576446,27",SUP,MR,"75","8","30",EV70BP20EO10
"34632","+273242,41+567657,53",SUP,R,"65","15",VIN,SB50EB20EN10TO10FX10
"34633","+273242,54+574875,97",SUP,F,"85","8","30",BP50EO40SE10
"34634","+273243,83+564761,34",SUP,R,"75","13","50",SB90EB10
"34635","+273244,88+569389,20",SUP,R,"85","8","30",SB70EB10BP10EO10
"34636","+273244,92+571588,68",SUP,R,"65","15",VIN,SB60EB20BP10EO10
"34637","+273246,60+567268,29",SUP,MM,"75","5","10",RZ30RX20FX40FN10
"34638","+273248,36+567543,26",SUP,MR,"65","4","10",RZ40RX20FX30FN10
"34639","+273249,58+565453,34",SUP,F,"75","4","10",FX70FN10RX20
"34640","+273249,95+572505,81",SUP,R,"75","11",JIN,SB50EB30BP10EO10
"34641","+273254,26+567326,84",SUP,MM,"75","5","10",RZ30RX20FX40FN10
"34642","+273263,08+572598,56",SUP,MF,"95","7","30",BP40EO10FN10SB30EB10
"34643","+273263,92+567840,23",SUP,MR,"45","11","30",SB60BP30FN10
"34644","+273268,36+566174,91",SUP,MF,"85","13","50",PE30BP20EO20SB30
"34645","+273269,93+576122,31",SUP,F,"75","16","70",BP50EO20PE20SE10
"34646","+273272,32+571756,76",SUP,R,"65","17",VIN,SB50EB20EN10BP10EO10
"34647","+273274,00+574982,92",SUP,F,"85","5","10",FN40FX40RX20
"34648","+273274,15+568407,89",SUP,R,"75","9","30",SB70EB10BP10EO10
"34649","+273274,60+569054,88",SUP,MF,"65","16",VIN,BP40EO10PE10SB30EB10
"34650","+273276,70+565596,39",SUP,MR,,"3","10",RZFX
"34651","+273279,82+565531,53",SUP,MR,,"3","10",RZFX
"34652","+273280,13+571675,71",SUP,MR,"75","8","30",SB60RX10BP20EO10
"34653","+273283,41+565267,38",SUP,MR,"85","12","50",SB60RX10BP20PE10
"34654","+273283,62+563722,23",SUP,R,"75","13",VIN,TO70SB30
"34655","+273284,34+568476,37",SUP,MR,,"2","10",RZFX
"34656","+273291,89+573478,05",SUP,R,"75","15",VIN,SB70EB20BP10
"34657","+273293,96+575325,33",SUP,F,"85","21",VIN,BJ60ES20EO10SE10
"34658","+273294,87+566582,79",SUP,R,"85","12","50",SB90RX10
"34659","+273298,93+571100,14",SUP,R,"85","8","30",SB70EB10BP10EO10
"34660","+273300,81+576299,52",SUP,MF,"75","14",VIN,BP50EO20SB20EB10
"34661","+273304,95+568566,22",SUP,MR,,"2","10",RZFX
"34662","+273313,14+574477,01",SUP,MR,"65","16","90",SB60EB10BP30
"34663","+273315,47+566962,15",SUP,R,"85","9","30",SB80EB10EN10
"34664","+273315,66+577544,49",SUP,MF,"65","15",JIN,BP30PE30SB30EB10
"34665","+273315,87+574221,70",SUP,MR,"75","6","10",RZ70FX30
"34666","+273316,91+572306,86",SUP,R,"55","16",VIN,SB40EB20EN10TO10BP20
"34667","+273317,39+570632,19",SUP,R,"75","15",VIN,SB70EB10EN10FX10
"34668","+273319,26+571978,03",SUP,R,"75","17","90",SB70EB20FX10
"34669","+273327,78+563074,92",SUP,MF,"95","13","50",BP50EO10FN10SB20EB10
"34670","+273330,74+570968,23",SUP,MF,"75","15",VIN,BP40EO20SB30EB10
"34671","+273339,31+564529,59",SUP,MR,"35","14",VIN,TO40SB30PA30
"34672","+273341,81+567511,36",SUP,MR,"65","4","10",RZ40RX20FX30FN10
"34673","+273342,17+573055,38",SUP,R,"65","14",VIN,TO60SB20EB10BP10
"34674","+273343,66+575016,76",SUP,MR,"75","15",VIN,SB50EB20BP20EO10
"34675","+273347,16+567572,84",SUP,MR,"65","4","10",RZ40RX20FX30FN10
"34676","+273349,32+573896,05",SUP,MF,,"3","10",FXRZFN
"34677","+273355,88+566271,07",SUP,R,"85","10","30",SB60EN20EB10FX10
"34678","+273361,16+569959,72",SUP,R,"65","15",VIN,SB60TO20EB10BP10
"34679","+273365,63+577715,93",SUP,R,"65","13",VIN,SB60EN20EB10BP10
"34680","+273369,22+568533,91",SUP,MR,,"2","10",RZFX
"34681","+273373,80+569274,98",SUP,R,"65","15",VIN,SB60EB30FX10
"34682","+273375,31+569734,79",SUP,MF,"65","17","90",BP60SB30EB10
"34683","+273379,80+575567,68",SUP,R,"75","10","30",EV90FX10
"34684","+273381,78+562616,83",SUP,R,"65","15",VIN,SB60EB20TO20
"34685","+273385,84+567960,02",SUP,MR,"65","10","30",SB60EB10BP30
"34686","+273391,07+566786,52",SUP,R,"75","13","50",SB80EB10BP10
"34687","+273391,20+573330,95",SUP,MF,"75","17",JIN,BP40EO30SB20EB10
"34688","+273393,16+563959,99",SUP,R,"65","14",VIN,TO50SB30EN20
"34689","+273394,73+571358,67",SUP,MM,"65","7","30",SB40EB10BP20EO20FN10
"34690","+273399,52+568051,39",SUP,MF,"65","10","30",BP60EO10SB20EB10
"34691","+273400,37+563215,41",SUP,MF,"85","13","50",PT40BP30SB20EB10
"34692","+273408,24+570098,47",SUP,MF,"65","14",VIN,BP40EO20SB30EB10
"34693","+273410,39+567022,43",SUP,F,"95","4","10",FN70FX20RX10
"34694","+273419,06+564165,35",SUP,MR,"75","13","50",SB60RX10PA30
"34695","+273419,15+567270,10",SUP,MR,"75","10","30",SB40EB20EN10BP10EO10FN10
"34696","+273419,85+566431,81",SUP,MF,"75","12","50",BP50PE10SB40
"34697","+273422,71+572561,90",SUP,MF,"95","7","30",BP40EO10FN10SB30EB10
"34698","+273424,77+576003,94",SUP,MF,"75","14",JIN,PE40BP10EO10SB30EB10
"34699","+273435,81+576636,60",SUP,MR,"75","14",VIN,SB30EB20PB20BP20PE10
"34700","+273436,70+572775,17",SUP,MR,,"2","10",RZFXRX
"34701","+273453,00+572999,73",SUP,MF,,"2","10",FXRZ
"34702","+273461,36+572664,92",SUP,MR,,"2","10",RZFXRX
"34703","+273462,54+570906,62",SUP,R,"65","16",VIN,SB60EB20EN10BP10
"34704","+273465,97+567338,08",SUP,MR,"75","10","30",SB40EB20EN10BP10EO10FN10
"34705","+273468,90+576525,29",SUP,MF,"65","7","30",BP60EV40
"34706","+273470,57+572931,28",SUP,MF,,"2","10",FXRZ
"34707","+273473,02+564973,06",SUP,R,"75","15",VIN,TO60SB40
"34708","+273474,78+572851,52",SUP,R,"45","16",VIN,SB60EB30FX10
"34709","+273481,63+567497,97",SUP,MR,"65","4","10",RZ40RX20FX30FN10
"34710","+273484,30+574013,46",SUP,F,"85","8","30",EO50BP30FN10SB10
"34711","+273487,24+569346,85",SUP,MR,"85","6","30",RX60FN20FX20
"34712","+273491,96+564311,21",SUP,MM,"65","16",VIN,TO30RX10SB10PA50
"34713","+273496,02+574317,29",SUP,F,"95","5","10",FX70FN20RX10
"34714","+273496,62+569882,07",SUP,R,"45","16",VIN,SB70EB20FX10
"34715","+273500,20+575179,68",SUP,F,"75","21",VIN,ES60BJ40
"34716","+273506,93+568345,96",SUP,R,"65","16",VIN,SB70EB20TO10
"34717","+273507,76+577195,20",SUP,F,"85","16","70",BP60PE30SE10
"34718","+273508,17+575747,14",SUP,F,"85","10","30",BP60PE20SB20
"34719","+273512,04+576934,36",SUP,R,"95","9","30",SB70RX10BP20
"34720","+273512,44+568565,91",SUP,MR,,"2","10",RZFX
"34721","+273515,62+571672,63",SUP,R,"55","6","30",RX80FN10FX10
"34722","+273520,24+562661,45",SUP,R,"75","6","30",RX100
"34723","+273533,29+568470,18",SUP,MR,"45","15",VIN,SB40EB30BP20EO10
"34724","+273535,98+564613,92",SUP,R,"75","12",JIN,SB50TO30RX10PA10
"34725","+273537,19+573140,79",SUP,MR,"75","15",VIN,SB40TO20EB10EO20BP10
"34726","+273542,77+565663,87",SUP,R,"95","12","50",SB70EB20BP10
"34727","+273543,80+571097,88",SUP,MR,"45","15",VIN,SB40EB20BP20EO20
"34728","+273546,30+576792,69",SUP,R,"75","16",VIN,PB40SB40RX10BP10
"34729","+273546,86+567127,51",SUP,MR,,"3","10",RZRXFX
"34730","+273548,16+573251,58",SUP,MF,"85","7","30",BP30EO20FN10SB30EB10
"34731","+273556,35+575413,22",SUP,R,"65","15",VIN,SB70EB20BP10
"34732","+273559,61+573606,74",SUP,MM,"85","9","30",SB40EB10BP30EO20
"34733","+273573,32+571830,70",SUP,R,"65","15",VIN,SB60EB20BP10EO10
"34734","+273574,29+577106,94",SUP,MR,"75","14",VIN,SB40EB20TO10BP20EO10
"34735","+273579,80+574617,62",SUP,F,"75","8","30",BP40EO30FN10EB10SB10
"34736","+273590,91+575831,81",SUP,MF,"75","17",JIN,PE40BP20EO10SB20EB10
"34737","+273593,59+563358,45",SUP,R,"75","17",VIN,SB60TO40
"34738","+273596,20+577427,62",SUP,MR,"65","13",JIN,SB50EB10BP20PE20
"34739","+273602,80+572431,98",SUP,MR,,"2","10",RZFXRX
"34740","+273604,35+576092,63",SUP,F,"75","15","70",BP60PE30EO10
"34741","+273613,30+562538,60",SUP,MR,,"2","10",RXRZFX
"34742","+273615,15+568119,44",SUP,MR,"55","10","30",SB60EB10BP20EO10
"34743","+273622,55+572288,90",SUP,R,"75","15",VIN,SB50EN30EB20
"34744","+273629,37+565168,88",SUP,R,"75","13",VIN,TO60SB30BP10
"34745","+273630,02+570328,36",SUP,MF,"75","4","10",FX40FN20RX40
"34746","+273630,96+571949,05",SUP,MR,"75","16",VIN,SB50EB20BP20EO10
"34747","+273633,25+569022,31",SUP,MM,"65","15",VIN,SB30EB20BP30EO20
"34748","+273636,27+573864,04",SUP,R,"75","7","30",SB70EB10BP10EO10
"34749","+273643,47+574821,03",SUP,MF,"75","7","30",EO30BP20FN20SB20EB10
"34750","+273646,63+567806,91",SUP,MF,"55","10","30",BP50FN10SB30EB10
"34751","+273649,46+577718,88",SUP,MR,"65","14",VIN,SB30EB20EN20BP30
"34752","+273649,66+567591,78",SUP,R,"65","14",VIN,TO40SB30EN20FX10
"34753","+273652,56+568256,31",SUP,R,"75","15","70",SB80EB20
"34754","+273653,17+567245,39",SUP,R,"55","10","30",SB40EB30RX10BP10EO10
"34755","+273656,19+572599,06",SUP,MF,"95","7","30",BP40EO10FN10SB30EB10
"34756","+273656,20+568567,97",SUP,MR,,"2","10",RZFX
"34757","+273662,98+572919,04",SUP,MF,,"2","10",FXRZ
"34758","+273667,19+570642,18",SUP,MF,,"3","10",FXFNRX
"34759","+273667,69+569297,11",SUP,R,"65","15",VIN,SB60EB30FX10
"34760","+273669,26+570150,79",SUP,R,"85","10","30",SB70EB10EO10FI10
"34761","+273670,11+565445,56",SUP,MF,"75","13","50",BP50EO10SB30RX10
"34762","+273673,37+563581,92",SUP,R,"65","15",VIN,SB60TO30EB10
"34763","+273675,05+571235,72",SUP,R,"65","19",VIN,SB80EB20
"34764","+273677,94+570838,39",SUP,R,"75","16",VIN,SB70EB10EN10BP10
"34765","+273681,00+574980,56",SUP,F,"85","17",JIN,BJ30BP30EO10ES10SB20
"34766","+273690,02+565748,76",SUP,F,"85","15","30",PE90SB10
"34767","+273691,79+577233,05",SUP,MR,"65","14",JIN,SB60EB10BP20PE10
"34768","+273697,32+575548,97",SUP,R,"75","10","30",EV100
"34769","+273698,16+576350,93",SUP,MF,"75","16",VIN,BP40EO20SB30EB10
"34770","+273698,36+564976,72",SUP,R,"75","12","50",SB70EB20BP10
"34771","+273698,87+574054,37",SUP,MF,"75","9","30",BP30PE20EO10SB30EB10
"34772","+273701,19+568861,47",SUP,R,"55","16",VIN,SB60EB30BP10
"34773","+273703,58+575378,63",SUP,MR,"75","15",VIN,SB50EB10EN10BP20BJ10
"34774","+273708,41+566912,59",SUP,MR,,"3","10",RZRXFX
"34775","+273714,97+567413,23",SUP,R,"55","10","30",SB40EB30RX10BP10EO10
"34776","+273722,92+563404,59",SUP,R,"85","13",VIN,TO70SB20EB10
"34777","+273727,42+575208,93",SUP,F,"85","20",VIN,BJ40ES40EO10SE10
"34778","+273731,97+562695,80",SUP,MR,,"2","10",RXRZFX
"34779","+273732,83+564509,77",SUP,R,"85","13","50",SB80RX10PA10
"34780","+273733,06+567698,05",SUP,MR,"75","10","30",SB60EB10BP20FN10
"34781","+273733,58+571436,87",SUP,R,"55","16",VIN,SB50EB30EN10FX10
"34782","+273734,25+573469,76",SUP,R,"75","16",VIN,SB60EB20EN10FX10
"34783","+273737,76+567021,05",SUP,R,"65","14",VIN,TO50EN30SB20
"34784","+273747,31+569585,92",SUP,R,"65","16",VIN,SB80EB20
"34785","+273748,44+572621,01",SUP,MR,,"2","10",RZFXRX
"34786","+273748,87+563924,02",SUP,MM,"55","16",VIN,ML20SB20TO10PA50
"34787","+273753,55+570536,98",SUP,MM,"65","16",VIN,SB40EB10BP30EO20
"34788","+273756,54+566773,02",SUP,R,"45","15",VIN,SB80EB20
"34789","+273759,96+569833,64",SUP,MR,"75","15",VIN,SB50EB20BP20EO10
"34790","+273762,41+564693,87",SUP,R,"85","12","50",SB70EB10BP10PE10
"34791","+273778,19+576983,40",SUP,MR,"75","14",VIN,SB40EB20TO10BP20EO10
"34792","+273778,95+562761,46",SUP,R,"55","16",VIN,SB50TO30EB20
"34793","+273783,18+568537,28",SUP,MF,"65","6","30",FX60FN10RX30
"34794","+273794,80+566050,86",SUP,R,"85","12","50",SB70RX10BP10PE10
"34795","+273798,60+569076,57",SUP,MR,,"2","10",RZFX
"34796","+273810,67+572306,46",SUP,MR,,"2","10",RZFXRX
"34797","+273813,45+563103,52",SUP,MR,"85","12","50",SB50EB10BP40
"34798","+273815,78+572717,12",SUP,MR,"65","6","30",RX70FN20FX10
"34799","+273817,71+569281,66",SUP,MR,,"2","10",RZFX
"34800","+273819,53+574178,19",SUP,MF,"75","11",JIN,BP40EO10PE10SB30EB10
"34801","+273821,10+574516,87",SUP,F,"85","9","30",EO40BP30FN10EB10SB10
"34802","+273829,85+570465,28",SUP,R,"75","19",VIN,SB70EB20FX10
"34803","+273832,12+565461,34",SUP,R,"75","13","50",SB70EB10BP20
"34804","+273835,13+565641,81",SUP,F,"85","18","50",PE100
"34805","+273837,36+572061,88",SUP,MF,,"2","10",RZFXFN
"34806","+273838,52+568783,84",SUP,R,"25","15",VIN,SB60EB30BP10
"34807","+273838,82+572521,81",SUP,MR,,"2","10",RZFXRX
"34808","+273842,72+573357,08",SUP,MR,"65","16",VIN,SB40EB20BP40
"34809","+273847,15+571298,10",SUP,MF,"85","7","30",BP50EO20SB30
"34810","+273848,84+564293,23",SUP,F,"75","17","50",PA90SB10
"34811","+273853,47+572427,29",SUP,MR,,"2","10",RZFXRX
"34812","+273854,68+566363,83",SUP,R,"75","12","50",SB90RX10
"34813","+273854,68+567804,97",SUP,F,"85","6","30",FN70FX20RX10
"34814","+273856,82+577372,40",SUP,R,"75","9","30",EB30EN30SB20EV10BP10
"34815","+273866,13+563697,03",SUP,MF,"75","16",VIN,PA60EB20TO20
"34816","+273866,89+568875,67",SUP,MR,,"2","10",RZFX
"34817","+273867,90+577524,54",SUP,R,"75","13",VIN,SB40EB20EN20BP20
"34818","+273869,22+565999,12",SUP,MR,"85","13","50",SB50EB10PE20BP10EO10
"34819","+273870,01+575846,38",SUP,F,"75","15","70",PE50BP30EO10SE10
"34820","+273876,48+573170,52",SUP,MM,"75","14",VIN,SB40EB10BP20EO20PE10
"34821","+273877,72+563207,42",SUP,R,"75","14",VIN,SB70EB20BP10
"34822","+273879,22+565106,43",SUP,R,"85","12","50",SB70EB10EN10FI10
"34823","+273880,13+566582,97",SUP,R,"65","13","50",SB80EB10EN10
"34824","+273881,87+567307,73",SUP,MR,"55","8","30",EB40SB30BP10EO10FN10
"34825","+273882,24+566820,30",SUP,R,"45","13",VIN,EN60SB30TO10
"34826","+273885,35+576736,77",SUP,R,"75","14",JIN,SB50EB20EN10PB10BP10
"34827","+273886,42+568706,05",SUP,MR,,"2","10",RZFX
"34828","+273886,78+569374,97",SUP,R,"65","16",VIN,SB70EB30
"34829","+273892,93+565852,22",SUP,F,"85","14","30",PE70BP10SB20
"34830","+273895,72+571753,28",SUP,MF,"85","7","30",EO30BP20FN10SB30EB10
"34831","+273898,23+576236,36",SUP,MR,"65","17",VIN,SB50EB20BP20EO10
"34832","+273905,16+562519,26",SUP,R,"85","12","30",SB80TO10BP10
"34833","+273914,71+573774,22",SUP,R,"85","14",VIN,SB70EN20EB10
"34834","+273919,75+565072,60",SUP,MR,"85","12","50",SB50RX10BP40
"34835","+273923,23+573552,76",SUP,MF,"75","9","30",BP40EO30SB20EB10
"34836","+273924,33+568196,31",SUP,R,"75","11","30",SB70EB10BP20
"34837","+273926,30+569093,56",SUP,R,"35","14",VIN,SB50EB30BP20
"34838","+273926,38+571465,59",SUP,F,"75","8","30",BP60EO10FN10EB10SB10
"34839","+273928,68+568971,81",SUP,R,"35","14",VIN,SB50EB30BP20
"34840","+273930,17+567882,97",SUP,MR,"45","11","30",SB50EB10BP30PE10
"34841","+273930,83+575053,37",SUP,F,"75","20",VIN,ES50BJ40EO10
"34842","+273931,33+572640,99",SUP,MR,,"2","10",RZFXRX
"34843","+273936,94+563581,63",SUP,R,"65","15",VIN,TO60SB30RX10
"34844","+273938,51+567578,91",SUP,MR,"55","11","30",SB50EB20BP20EO10
"34845","+273939,88+568654,52",SUP,MF,"65","6","30",FX60FN10RX30
"34846","+273941,65+564515,47",SUP,R,"75","13","50",SB80EB10TO10
"34847","+273944,56+568010,27",SUP,MR,"65","11","30",SB50EB10BP30FN10
"34848","+273946,50+571523,19",SUP,R,"55","16",VIN,SB60EB30EN10
"34849","+273947,10+576924,16",SUP,MF,"85","9","30",BP60PE10SB20EB10
"34850","+273950,62+572804,10",SUP,R,"85","16",VIN,SB60EB20RX10TO10
"34851","+273951,41+568401,01",SUP,MR,"65","6","30",RX60FN20FX20
"34852","+273957,80+566264,56",SUP,MR,"85","12","50",SB50RX10BP20PE20
"34853","+273960,20+576089,33",SUP,R,"75","8","30",EN80SB10FX10
"34854","+273962,39+569716,86",SUP,MR,"75","15",VIN,SB50EB20BP20EO10
"34855","+273968,01+574750,23",SUP,MF,,"3","10",FXRZ
"34856","+273971,36+572674,46",SUP,MR,,"2","10",RZFXRX
"34857","+273979,51+570065,09",SUP,R,"55","15",VIN,SB70EB30
"34858","+273992,69+576505,34",SUP,R,"75","15",VIN,SB50PB30RX10BP10
"34859","+273998,62+568884,65",SUP,MR,,"2","10",RZFX
"34860","+273998,78+575811,10",SUP,F,"75","19","70",PE70BP20SE10
"34861","+273999,28+567172,79",SUP,R,"65","15",VIN,TO60EN20SB20
"34862","+274000,29+568630,41",SUP,MR,,"2","10",RZFX
"34863","+274012,32+565509,85",SUP,MM,"85","12","50",SB40EB10BP40EO10
"34864","+274025,02+562828,44",SUP,R,"75","14",VIN,TO50SB40EB10
"34865","+274027,11+570901,67",SUP,MR,"65","16",VIN,SB50EB20BP20EO10
"34866","+274027,74+570252,99",SUP,MM,"75","12",JIN,SB40EB10EO30BP20
"34867","+274029,47+568558,42",SUP,R,"45","16",VIN,SB60EB30TO10
"34868","+274035,79+562964,06",SUP,R,"65","15",VIN,SB50TO30EB10FX10
"34869","+274036,45+564765,20",SUP,MF,"85","12","50",BP50EO10SB30EN10
"34870","+274044,19+569141,63",SUP,R,"35","14",VIN,SB50EB30BP20
"34871","+274044,42+573941,85",SUP,R,"65","16",VIN,TO60SB30EB10
"34872","+274044,98+563039,17",SUP,MF,"85","13","50",BP40PT20FN10SB30
"34873","+274048,09+576759,72",SUP,MF,"85","9","30",BP60EB40
"34874","+274048,48+571083,71",SUP,R,"65","15",VIN,SB70EB20FX10
"34875","+274051,40+563341,76",SUP,R,"85","13","50",SB80EB10BP10
"34876","+274062,41+563675,51",SUP,R,"25","11","30",SB70EB20PT10
"34877","+274062,95+573695,20",SUP,F,"85","10","30",EO50BP40SE10
"34878","+274063,57+568770,96",SUP,MR,,"2","10",RZFX
"34879","+274067,22+576322,95",SUP,MF,"75","9","30",BP60FN10SB30
"34880","+274073,11+564254,60",SUP,R,"75","13","50",SB80EB10TO10
"34881","+274079,84+564906,81",SUP,R,"85","12","50",SB70EB10BP20
"34882","+274082,72+574470,04",SUP,R,"55","14",VIN,SB50TO30RX10BP10
"34883","+274083,31+566097,31",SUP,MR,"95","11","30",SB50EB10PE20BP10EO10
"34884","+274084,49+577711,86",SUP,F,"95","5","30",FN50FX30RX20
"34885","+274088,33+566443,12",SUP,R,,"1","10",RZ
"34886","+274090,61+569811,08",SUP,R,"75","15",VIN,SB70EB10TO10FX10
"34887","+274091,51+572689,70",SUP,R,"55","15",VIN,SB40TO30EN20EB10
"34888","+274095,97+574361,44",SUP,MM,"85","17","90",SB40EB10BP30BJ10EO10
"34889","+274097,72+569052,81",SUP,MF,,"3","10",RXFXFN
"34890","+274099,92+577150,26",SUP,R,"75","9","30",EB70SB20FI10
"34891","+274106,78+574975,00",SUP,MF,"85","18",JIN,BP30BJ20EO20SB20EB10
"34892","+274111,91+567533,42",SUP,R,"65","14",VIN,TO40SB30EN20FX10
"34893","+274114,33+575737,56",SUP,F,"85","13",JIN,PE40BP30EO10EB10SB10
"34894","+274116,32+563722,73",SUP,MF,"75","14","30",PA60SB30RX10
"34895","+274120,91+568829,37",SUP,MR,,"2","10",RZFX
"34896","+274122,11+575981,52",SUP,MR,"85","8","30",EN60PE30BP10
"34897","+274125,58+575219,27",SUP,R,"65","14",VIN,SB60EN20EB10FX10
"34898","+274129,05+572115,53",SUP,R,"65","16",VIN,SB70EB30
"34899","+274130,00+568887,37",SUP,MF,,"3","10",RXFXFN
"34900","+274148,19+571672,30",SUP,F,"85","8","30",BP60EO20EB10SB10
"34901","+274152,99+568983,02",SUP,MR,,"2","10",RZFX
"34902","+274155,34+576107,18",SUP,MF,"75","16",VIN,BP40EO30SB20EB10
"34903","+274156,51+565701,21",SUP,R,"85","12","50",SB70EB10BP10PE10
"34904","+274157,26+571103,35",SUP,R,"85","11","50",SB60EB20BP20
"34905","+274157,28+570628,63",SUP,MF,"85","4","10",FX50FN10RX40
"34906","+274169,38+567753,26",SUP,MR,"45","8","30",SB60EB10BP20FN10
"34907","+274169,50+565948,89",SUP,R,"75","15",VIN,SB70EB20BP10
"34908","+274170,99+565435,50",SUP,MF,"85","13","50",BP60EO10SB20EB10
"34909","+274178,38+568548,78",SUP,MR,,"2","10",RZFX
"34910","+274183,66+570867,84",SUP,R,"85","14","70",SB70EB10BP10EO10
"34911","+274184,82+566304,77",SUP,R,,"1","10",RZ
"34912","+274186,85+570041,56",SUP,R,"75","15",VIN,SB70EB20BP10
"34913","+274188,94+577491,76",SUP,MM,"95","11","50",SB40RX10BP50
"34914","+274199,97+574011,02",SUP,R,"75","7","30",RZ70SB10BP20
"34915","+274201,21+572561,43",SUP,R,,"2","10",RZ
"34916","+274202,79+566390,19",SUP,R,,"1","10",RZ
"34917","+274206,07+566672,84",SUP,MR,"85","12","50",SB50RX10BP40
"34918","+274212,08+572907,57",SUP,R,"75","16",VIN,SB60EB20TO10BP10
"34919","+274214,63+569142,58",SUP,MR,,"2","10",RZFX
"34920","+274219,46+565811,20",SUP,F,"95","13","50",BP70EO10SB20
"34921","+274220,85+568748,51",SUP,MR,,"2","10",RZFX
"34922","+274224,27+571357,67",SUP,MF,"75","8","30",EO30BP20FN10SB30EB10
"34923","+274225,74+576863,85",SUP,MF,"75","9","30",BP50PE10EB40
"34924","+274229,37+574267,59",SUP,MF,"95","4","10",FN40FX30RZ30
"34925","+274236,01+572248,96",SUP,MM,"75","14",JIN,SB30EB10EN10EO30FI20
"34926","+274238,22+562673,48",SUP,MM,"85","12","30",EB50BP30PE20
"34927","+274239,56+568034,33",SUP,R,"45","10","30",SB70EB10BP10FN10
"34928","+274241,84+577551,87",SUP,MF,"75","14",VIN,BP50FX10SB30RX10
"34929","+274251,02+570192,35",SUP,R,"45","15",VIN,SB70EB20BP10
"34930","+274256,30+569307,18",SUP,R,"75","14",JIN,SB70EB20BP10
"34931","+274257,60+569604,37",SUP,R,"25","15",VIN,SB70EB20BP10
"34932","+274258,32+572720,97",SUP,MR,,"2","10",RZFX
"34933","+274258,85+573151,04",SUP,MR,"75","16",VIN,SB50EB20BP20EO10
"34934","+274261,34+565131,23",SUP,R,"65","17",VIN,SB40EB30TO20EN10
"34935","+274262,36+568934,86",SUP,MR,,"2","10",RZFX
"34936","+274262,78+572329,66",SUP,MR,,"2","10",RZFX
"34937","+274263,19+576667,51",SUP,R,"85","8","30",EB60SB20BP20
"34938","+274265,42+562768,79",SUP,R,"65","15",VIN,SB50TO30EB10EN10
"34939","+274267,24+564424,81",SUP,R,"85","12","50",SB70EB10BP10PE10
"34940","+274277,53+569481,03",SUP,R,"55","16",VIN,SB70EB30
"34941","+274278,34+573463,48",SUP,MR,"85","13",JIN,SB50EB10BP20EO20
"34942","+274281,91+574944,91",SUP,F,"65","21",VIN,ES50BJ30EO20
"34943","+274285,33+577303,75",SUP,R,"75","9","30",EN50EB30SB20
"34944","+274287,57+567046,84",SUP,MF,"65","7","30",BP40EO20FN10SB20EB10
"34945","+274287,84+568247,16",SUP,R,"65","13","50",SB80EB10BP10
"34946","+274288,10+564670,15",SUP,R,"75","15",VIN,SB40TO40EB20
"34947","+274288,23+577186,35",SUP,R,"75","11","30",EV80EB20
"34948","+274289,01+564118,51",SUP,R,"75","14",VIN,TO60SB30RX10
"34949","+274290,14+566007,94",SUP,R,,"1","10",RZ
"34950","+274291,17+575659,26",SUP,F,"75","14","30",PE70BP10EB10SB10
"34951","+274293,52+575269,21",SUP,R,"75","9","30",EV100
"34952","+274296,71+574633,63",SUP,MM,"75","15",VIN,SB40EB10BP30EO20
"34953","+274297,20+569758,90",SUP,MR,"65","16",VIN,SB50EB10TO10PE20BP10
"34954","+274300,79+571196,45",SUP,R,"65","15",VIN,SB70EB20BP10
"34955","+274303,66+566687,52",SUP,F,"95","4","10",FN60FX30RX10
"34956","+274314,46+570931,99",SUP,F,"95","4","10",FX70FN20RX10
"34957","+274317,16+568914,23",SUP,MR,,"2","10",RZFX
"34958","+274328,46+576347,70",SUP,R,"75","7","30",EN90SB10
"34959","+274334,11+566220,60",SUP,R,,"1","10",RZ
"34960","+274335,84+577046,90",SUP,R,"65","8","30",EB60SB30FI10
"34961","+274339,10+568895,75",SUP,R,"25","14",VIN,SB60EB30BP10
"34962","+274341,36+571428,20",SUP,R,"65","15",VIN,SB70EB30
"34963","+274342,87+567441,44",SUP,F,"65","11","30",BP50EO20FN10SB20
"34964","+274347,62+563231,99",SUP,R,"75","17",VIN,SB70EB20TO10
"34965","+274349,44+575343,64",SUP,R,"65","8","30",EV80BP10EO10
"34966","+274363,29+566015,21",SUP,R,"65","4","10",RX80FN20
"34967","+274363,83+570108,10",SUP,MR,,"1","10",RZFX
"34968","+274369,26+566476,51",SUP,MR,"75","8","30",SB60EB10BP20EO10
