fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"3639","+78716,68+444778,07",SUP,MF,"85","10","30",BP50EO10SB40
"3640","+78719,37+434817,96",SUP,MR,"75","16",JIN,SB60EB10BJ10BP10EO10
"3641","+78725,16+442574,09",SUP,F,"95","15",JIN,BP40EO30BJ10SB20
"3642","+78736,41+433822,24",SUP,R,"75","7","30",SB80EO20
"3643","+78737,13+433523,41",SUP,F,"75","18",VIN,BJ30ES30BP10EO10SB20
"3644","+78740,72+441470,20",SUP,MF,"85","13",JIN,EO30BP20BJ10SB30EB10
"3645","+78744,71+443336,85",SUP,MF,"85","15","70",BP50EO20SB30
"3646","+78746,39+435000,29",SUP,R,"95","13","30",SB70EB10BP10EO10
"3647","+78753,18+442418,92",SUP,F,"85","17","70",EO40BJ30BP10SB20
"3648","+78762,98+432778,65",SUP,MF,"65","17",JIN,EO30BP20BJ10SB40
"3649","+78769,79+438304,47",SUP,R,"85","13","50",SB80EB10EO10
"3650","+78773,76+443662,64",SUP,MR,"75","10","50",SB60EB10BP20FX10
"3651","+78778,46+436497,35",SUP,R,"85","13","30",SB80EO10PE10
"3652","+78792,35+439801,43",SUP,MF,"95","11",JIN,BP30FN20EO10PE10SB30
"3653","+78793,58+436161,44",SUP,R,"85","11","30",SB90FI10
"3654","+78798,15+436796,38",SUP,MR,"85","14","30",SB60EB10EO20BP10
"3655","+78812,55+437251,27",SUP,R,"85","13","30",SB90EB10
"3656","+78814,93+434500,20",SUP,MF,"95","14","30",EO30BP20PE20SB30
"3657","+78819,63+440297,86",SUP,MR,"75","14","70",SB50EB10BJ30BP10
"3658","+78823,67+442858,37",SUP,MF,"75","15",JIN,BP40BJ20EO10SB20EB10
"3659","+78826,13+435988,45",SUP,R,"75","12","30",SB80EB10FI10
"3660","+78843,06+445235,12",SUP,MR,"75","10",JIN,SB50EB10BP20EO10FN10
"3661","+78853,11+433427,60",SUP,F,"75","17",JIN,BJ30EO20ES20BP10SB20
"3662","+78858,16+435565,54",SUP,R,"75","12","30",SB70EB10BP10EO10
"3663","+78875,54+442663,84",SUP,MF,"65","17","70",BJ50EO10SB30EB10
"3664","+78876,58+439073,33",SUP,R,"75","13","50",SB100
"3665","+78885,06+438908,19",SUP,MR,"75","14","50",SB60EB10BP30
"3666","+78897,19+433651,38",SUP,MF,"95","11","30",EO30BJ20BP10PE10SB30
"3667","+78897,82+441944,52",SUP,MR,"75","12",JIN,SB60EB10BJ20BP10
"3668","+78904,84+438793,47",SUP,MR,"85","13","50",SB50EB10EO20BP10FN10
"3669","+78907,33+444813,92",SUP,MF,"85","11","50",BP60FN10SB20EB10
"3670","+78913,23+444485,25",SUP,F,"95","11","50",BP60EO10FN10SB20
"3671","+78916,07+444097,95",SUP,MF,"95","11","50",BP60EO10SB30
"3672","+78919,20+442820,00",SUP,F,"95","13","50",BP40EO30BJ10EB10SB10
"3673","+78919,29+443047,62",SUP,F,"85","15",JIN,BP30EO30BJ20SB20
"3674","+78948,78+441198,57",SUP,MF,"95","11","30",BP30EO20FN10SB40
"3675","+78950,64+445412,24",SUP,R,"75","9","30",SB100
"3676","+78952,97+432799,76",SUP,F,"75","18","70",PE40EO30BP20SB10
"3677","+78958,23+436233,80",SUP,R,"75","13","30",SB80EB10PE10
"3678","+78963,16+436484,60",SUP,R,"85","14",JIN,SB70EB10BP10EO10
"3679","+78966,10+433807,46",SUP,MF,"75","17",JIN,BJ30EO20ES20SB30
"3680","+78967,61+438022,03",SUP,MR,"85","14","50",SB60EB10EO20BJ10
"3681","+78978,87+439276,83",SUP,R,"75","13",JIN,SB70EB10BP20
"3682","+78984,48+437348,91",SUP,R,"95","10","30",SB90EB10
"3683","+78986,23+438311,51",SUP,MR,"85","16","50",SB40EB20EO20BJ10BP10
"3684","+78990,40+441524,83",SUP,MF,"85","15",JIN,BJ30BP20EO20SB30
"3685","+78996,66+432939,63",SUP,MF,"65","17",JIN,ES30BJ20EO10SB30EB10
"3686","+79004,61+435262,48",SUP,R,"75","11","30",SB80EO10FN10
"3687","+79006,84+440058,25",SUP,MM,"85","13",JIN,SB30EB20BP20FN20BJ10
"3688","+79007,72+435903,00",SUP,R,"95","13","30",SB90EB10
"3689","+79013,19+443677,19",SUP,MF,"95","11",JIN,BP50EO10SB30EB10
"3690","+79013,94+435750,21",SUP,R,"75","12","30",SB70EB10BP10EO10
"3691","+79017,17+437828,79",SUP,MM,"85","15","50",SB50EO30BJ10FN10
"3692","+79018,97+443451,23",SUP,R,"75","10","50",SB70EB10BP20
"3693","+79027,21+438682,34",SUP,MM,"85","14","50",SB40EB10BP20EO20FN10
"3694","+79029,90+434435,49",SUP,MF,"75","11","30",EO30BP20FN10SB40
"3695","+79037,17+444186,55",SUP,MF,"75","12",JIN,BP40EO30SB20EB10
"3696","+79037,66+439693,54",SUP,R,"95","13","50",SB100
"3697","+79044,54+441099,27",SUP,R,"95","16","50",SB80EB20
"3698","+79048,05+438453,77",SUP,F,"75","16",JIN,EO40BJ30FX10SB20
"3699","+79055,06+437742,18",SUP,MM,"85","14","50",SB50PE30EO20
"3700","+79064,90+437321,52",SUP,R,"65","14",JIN,SB80EB20
"3701","+79065,51+434834,45",SUP,R,"95","10","30",SB70EB10BP10EO10
"3702","+79065,57+439883,83",SUP,MF,"95","9","30",BP40FN20EO10SB30
"3703","+79066,24+433185,10",SUP,F,"85","18",JIN,ES40BJ30EO20SB10
"3704","+79069,22+439490,56",SUP,MR,"55","13","50",SB60EB10BP20FN10
"3705","+79072,54+444907,22",SUP,MR,"75","15",VIN,SB40EB20BP20BJ10EO10
"3706","+79079,59+444785,93",SUP,R,"65","9","30",SB70EN10BP20
"3707","+79083,21+445010,74",SUP,R,"75","9","30",SB100
"3708","+79089,71+434874,16",SUP,MF,"75","13","30",BP40EO20PE10SB30
"3709","+79101,71+443845,18",SUP,MF,"85","12",JIN,BP50EO20SB20EB10
"3710","+79101,84+435317,75",SUP,R,"85","12","30",SB70EB10BP10EO10
"3711","+79104,17+433377,88",SUP,F,"85","18",JIN,BJ40EO20ES20BP10SB10
"3712","+79104,53+437635,01",SUP,R,"75","14",VIN,SB50EN20EB10BJ10EO10
"3713","+79118,56+442699,61",SUP,MF,"65","17","70",BJ50EO10SB30EB10
"3714","+79120,32+440284,41",SUP,R,"65","15","70",EN60SB40
"3715","+79123,44+433626,68",SUP,F,"85","15",JIN,EO40BJ30ES10SB20
"3716","+79129,24+442316,47",SUP,F,"95","13","50",EO40BP20BJ10FN10SB20
"3717","+79131,50+442090,61",SUP,MF,"85","15",JIN,EO40BP20BJ10SB20EB10
"3718","+79136,20+442191,07",SUP,MF,"85","12","30",BP30EO30FN10SB30
"3719","+79142,97+445172,75",SUP,MR,"85","11","30",SB60BP20EO10FN10
"3720","+79144,02+432638,81",SUP,MF,"85","17",JIN,BJ30EO20BP10ES10SB20EB10
"3721","+79150,27+444308,85",SUP,MF,"85","11","50",BP50FX10SB30EB10
"3722","+79152,87+433933,92",SUP,MR,"85","10","30",SB60EO20BP10PE10
"3723","+79170,66+435461,83",SUP,R,"85","12","30",SB70EB10BP10EO10
"3724","+79179,15+442879,37",SUP,F,"95","15",JIN,EO40BP30BJ20SB10
"3725","+79189,58+436161,66",SUP,R,"95","13","30",SB90EB10
"3726","+79189,85+432819,29",SUP,MF,"65","17",JIN,BJ30EO30ES10SB30
"3727","+79200,37+433468,97",SUP,F,"75","18",VIN,BJ40EO30ES10SB20
"3728","+79203,08+432104,29",SUP,MF,"65","17",VIN,BJ50EO10SB30RX10
"3729","+79220,05+438362,49",SUP,R,"75","14","50",SB70EB10PG10FX10
"3730","+79228,79+437948,32",SUP,MR,"85","14","50",SB60EO20BJ10FN10
"3731","+79233,16+442550,97",SUP,F,"85","17","70",EO40BJ30BP10SB20
"3732","+79234,75+443368,15",SUP,MF,"95","11","50",BP50EO20SB20EB10
"3733","+79246,23+439206,08",SUP,R,"85","13","50",SB80EB10FX10
"3734","+79247,32+432216,66",SUP,MR,"65","11",JIN,SB30TO30EB10BJ20BP10
"3735","+79251,97+436549,26",SUP,R,"85","12","50",SB100
"3736","+79252,14+443684,28",SUP,MR,"85","11","50",SB50EB10BP30EO10
"3737","+79255,15+441317,63",SUP,R,"75","12","50",SB70EB10BJ20
"3738","+79269,57+445033,36",SUP,MF,"85","11","50",BP50EO10FN10SB30
"3739","+79270,68+440734,84",SUP,MR,"85","12","30",SB70BP10EO10PE10
"3740","+79271,28+437508,00",SUP,MF,"95","13","30",EO30BP20BJ10PE10SB30
"3741","+79273,78+434097,07",SUP,R,"85","10","30",SB80BP10EO10
"3742","+79283,27+443891,07",SUP,MF,"95","11","50",BP60FX10SB20EB10
"3743","+79289,55+436228,49",SUP,R,"85","13","30",SB80EB10FI10
"3744","+79290,25+435734,90",SUP,R,"95","14","30",SB70EB10BP20
"3745","+79299,27+439966,69",SUP,MF,"75","15",VIN,BJ40BP10EO10SB30EB10
"3746","+79302,35+436981,50",SUP,R,"85","14","30",SB90EB10
"3747","+79303,42+445454,79",SUP,R,"85","10","30",SB100
"3748","+79307,97+434816,36",SUP,R,"75","11","30",SB80EO10FN10
"3749","+79310,30+439615,77",SUP,R,"75","16",JIN,SB60EB30BP10
"3750","+79313,18+433006,47",SUP,F,"75","18",JIN,ES40BJ30EO20SB10
"3751","+79315,21+440968,66",SUP,MM,"85","15",JIN,SB40EB10BJ20EO20BP10
"3752","+79325,86+444463,90",SUP,R,"75","10","30",SB80EB10FX10
"3753","+79346,36+440206,07",SUP,MF,"55","15",JIN,BP40BJ20EO10SB30
"3754","+79351,23+442384,03",SUP,F,"85","14",JIN,EO40BJ20BP20SB20
"3755","+79351,43+437260,82",SUP,R,"85","15",JIN,SB90EB10
"3756","+79355,64+432324,25",SUP,MF,"75","16",JIN,BJ40EO20SB30TO10
"3757","+79370,36+435466,49",SUP,MR,"95","14","30",SB60EB10BP10EO10PE10
"3758","+79372,43+434301,32",SUP,R,"85","16",VIN,SB70EB10BJ10BP10
"3759","+79379,73+438836,50",SUP,R,"65","16",JIN,SB70EB10BP20
"3760","+79387,15+439434,86",SUP,MR,"85","12",JIN,SB50EB10EO20BJ10BP10
"3761","+79396,56+442079,18",SUP,MM,"85","12","50",SB40EB10BJ20BP20EO10
"3762","+79398,19+444767,66",SUP,MF,"85","11",JIN,BP40EO10FN10SB30EB10
"3763","+79408,49+435156,31",SUP,MR,"95","13","50",SB50EB10BP30EO10
"3764","+79410,91+442762,08",SUP,F,"95","12","30",BP40EO20FN20SB20
"3765","+79419,34+440572,07",SUP,MF,"65","18",VIN,BJ50ES20EB20SB10
"3766","+79431,13+443084,91",SUP,MF,"85","10","30",BP30EO20BJ10SB40
"3767","+79438,86+436292,28",SUP,R,"85","13","30",SB90EB10
"3768","+79447,01+438236,78",SUP,MR,"85","14","50",SB70EO20FN10
"3769","+79450,28+441951,60",SUP,MR,"85","10","30",SB60EO20BP10PE10
"3770","+79459,48+433195,01",SUP,MF,"85","16",JIN,BJ30ES30EO10SB20RX10
"3771","+79460,15+440863,37",SUP,MR,"85","13","30",SB70BP20EO10
"3772","+79461,40+436631,72",SUP,R,"85","12","50",SB100
"3773","+79472,21+432174,70",SUP,MF,"75","17",JIN,BJ40EO10ES10TO20EB10SB10
"3774","+79473,08+444428,09",SUP,R,"65","12",JIN,SB80EB20
"3775","+79476,54+443756,41",SUP,MR,"75","14",JIN,SB40EB20BP40
"3776","+79487,46+432447,40",SUP,MF,"75","17",JIN,BJ40EO20ES10SB20EB10
"3777","+79489,98+438441,18",SUP,MR,"85","13","50",SB50EB10EO30FN10
"3778","+79491,21+431923,47",SUP,MF,"95","14","50",BP30BJ20EO20SB30
"3779","+79493,00+442831,14",SUP,MR,"75","12",JIN,SB60BJ20BP10FN10
"3780","+79493,79+440010,35",SUP,MF,"95","8","30",BP70SB30
"3781","+79494,59+432601,77",SUP,F,"95","14",JIN,BJ30EO30BP10ES10SB20
"3782","+79513,69+437544,58",SUP,F,"85","16",JIN,EO40BJ30BP10SB20
"3783","+79514,54+440683,62",SUP,F,"85","19",VIN,ES50BJ30EO10SB10
"3784","+79525,78+434689,22",SUP,R,"85","12","30",SB70EB10BP10EO10
"3785","+79534,24+444057,73",SUP,R,"85","10","30",SB100
"3786","+79535,95+435703,01",SUP,R,"75","16",VIN,SB80EB10BP10
"3787","+79563,60+443600,94",SUP,MF,"95","11","50",BP60FX10SB30
"3788","+79572,92+442488,33",SUP,F,"95","12","30",BP30EO20FN20BJ10SB20
"3789","+79574,07+439583,41",SUP,R,"85","12","50",SB90EB10
"3790","+79578,84+445402,31",SUP,R,"75","10","30",SB80EB10FX10
"3791","+79580,21+441213,21",SUP,MR,"85","14","30",SB50EB10EO20BJ10BP10
"3792","+79591,10+434401,48",SUP,MF,"95","14","30",BP30EO20PE10SB30EB10
"3793","+79606,57+440118,43",SUP,MF,"85","13",JIN,BP60BJ10SB30
"3794","+79611,62+438847,38",SUP,MM,"95","14","50",SB40EB10BP20EO20BJ10
"3795","+79612,80+435864,85",SUP,R,"85","12","30",SB70EB10BP10PE10
"3796","+79615,02+441445,32",SUP,MF,"85","18",JIN,BJ30EO30BP10SB20EB10
"3797","+79615,82+440484,23",SUP,MF,"85","15",JIN,BJ50ES10TO30SB10
"3798","+79624,30+440920,63",SUP,R,"85","13","30",SB90FX10
"3799","+79626,57+443025,44",SUP,MF,"85","10",JIN,BP40EO20BJ10SB30
"3800","+79627,14+442006,77",SUP,MR,"75","14",JIN,SB40EB20BJ30EO10
"3801","+79631,77+438589,85",SUP,MF,"75","15",JIN,EO30BJ20FN10SB30EB10
"3802","+79633,00+439217,01",SUP,MR,"75","15",JIN,SB40EB10EN10EO30BP10
"3803","+79634,56+443279,82",SUP,MF,"75","15",VIN,BJ30BP20EO20SB20EB10
"3804","+79648,42+435663,16",SUP,MR,"75","10",JIN,SB60EB10BP20BJ10
"3805","+79660,18+436288,81",SUP,R,"85","13","30",SB90EB10
"3806","+79669,30+435043,49",SUP,MM,"75","16",VIN,SB40EB10BJ30BP10EO10
"3807","+79678,17+440319,89",SUP,MF,"95","8","30",BP40BJ10EO10SB30TO10
"3808","+79680,74+436750,01",SUP,R,"75","14","30",SB90EB10
"3809","+79700,17+434185,59",SUP,R,"65","14",VIN,SB50TO30EN10EO10
"3810","+79718,16+432741,47",SUP,R,"85","14",JIN,SB30TO30EN10PB10BJ10EO10
"3811","+79721,17+437258,75",SUP,MF,"95","12","50",EO30BJ20BP20SB30
"3812","+79734,99+444189,82",SUP,MF,"75","10",JIN,BP40BJ20EO10SB20EB10
"3813","+79738,26+434508,84",SUP,R,"85","13","30",SB80EB10BP10
"3814","+79745,44+435907,73",SUP,R,"95","13","30",SB70EB10BP10EO10
"3815","+79750,54+432140,86",SUP,MF,"85","16",JIN,BJ30ES30EO10SB20EB10
"3816","+79761,37+439790,06",SUP,MR,"75","11",JIN,SB60BP20EO10FN10
"3817","+79764,34+432318,37",SUP,MM,"65","17",VIN,TO30EB10SB10BJ40ES10
"3818","+79765,84+442501,48",SUP,MR,"75","12",JIN,SB50EN20BP20FN10
"3819","+79769,27+434424,96",SUP,MM,"65","16",VIN,SB40EB10BJ40BP10
"3820","+79771,30+438282,29",SUP,MR,"85","16","70",SB60EO20BJ10BP10
"3821","+79772,77+441552,37",SUP,MR,"85","9","30",SB70EO20BP10
"3822","+79774,96+438033,14",SUP,MM,"95","15","50",SB30EN20EO30BJ10PE10
"3823","+79775,44+433526,64",SUP,MR,"85","6","30",RX70FX20FN10
"3824","+79778,22+434155,62",SUP,MR,"85","6","30",RX70FX30
"3825","+79778,59+444332,73",SUP,MF,"95","11","50",BP50EO10FN10SB20EB10
"3826","+79782,06+443615,74",SUP,MF,"95","10","30",BP50BJ10FN10SB30
"3827","+79787,11+444964,20",SUP,MR,"85","12",JIN,SB60EB10BP20BJ10
"3828","+79795,69+437792,65",SUP,MR,"85","14","50",SB50EN20EO20BP10
"3829","+79811,54+432753,02",SUP,MR,"85","13","50",SB50EB10EO20BJ10FN10
"3830","+79815,41+440659,79",SUP,MF,"75","18",VIN,BJ40ES20EO10SB20EB10
"3831","+79818,56+440893,32",SUP,MR,"85","12","30",SB60EB10BJ10BP10EO10
"3832","+79819,21+441244,21",SUP,MF,"95","13","30",EO30BJ20BP10SB30EB10
"3833","+79821,09+444483,90",SUP,R,"85","9","30",SB100
"3834","+79828,63+440308,52",SUP,MM,"75","15",JIN,SB20TO20EB10BJ30BP10EO10
"3835","+79838,18+432403,55",SUP,MR,"75","16",VIN,SB30TO20RX10BJ30EO10
"3836","+79842,41+439950,23",SUP,MR,"65","14",VIN,SB50EB10BJ30EO10
"3837","+79845,00+437633,66",SUP,MF,"75","16",JIN,BJ50FX10SB30EB10
"3838","+79846,31+434083,14",SUP,R,"85","7","30",SB80EO10PE10
"3839","+79853,14+432930,59",SUP,R,"85","14","50",SB80EO20
"3840","+79855,55+442186,63",SUP,MR,"75","11",VIN,SB50EN20BP20BJ10
"3841","+79863,07+438764,72",SUP,MR,"75","15",VIN,SB50EB10BJ30FN10
"3842","+79864,81+441027,67",SUP,MF,"75","16","70",BJ30BP30EO10SB20EB10
"3843","+79871,38+440207,75",SUP,MR,"65","13",VIN,EN50SB20BP20EO10
"3844","+79874,61+440072,25",SUP,MR,"75","10",JIN,SB70EO20BP10
"3845","+79876,84+443032,78",SUP,R,"85","10","30",SB90FX10
"3846","+79878,32+437543,54",SUP,MF,"75","17",JIN,BJ40EO20SB30EB10
"3847","+79881,24+441611,14",SUP,MR,"75","13","30",SB60EB10EO20BP10
"3848","+79881,77+442620,35",SUP,R,"85","9","30",SB100
"3849","+79882,07+435177,63",SUP,MR,"65","15",VIN,SB60EB10BJ20EO10
"3850","+79900,18+445261,48",SUP,R,"85","10","30",SB90EB10
"3851","+79906,26+438923,32",SUP,R,"85","15",JIN,SB60EN20BP10EO10
"3852","+79908,64+433568,84",SUP,R,"85","7","30",SB90FX10
"3853","+79909,15+443457,42",SUP,MM,"95","10","30",SB50BP40EO10
"3854","+79912,12+435353,13",SUP,MF,"95","13","30",BP40EO20BJ10SB30
"3855","+79912,59+442103,95",SUP,MM,"85","13","50",SB40EN10BP20EO20BJ10
"3856","+79921,21+436747,55",SUP,R,"85","13","30",SB80EB10EO10
"3857","+79922,23+438140,37",SUP,MF,"95","15","70",EO40BP20SB40
"3858","+79938,50+441236,48",SUP,MM,"65","17","70",SB30EB20BJ30BP20
"3859","+79948,65+438999,59",SUP,MF,"85","14","50",EO40BP10FN10SB30EB10
"3860","+79962,51+435464,27",SUP,R,"95","13","30",SB70EB10BP10EO10
"3861","+79968,13+439658,08",SUP,F,"95","15","50",BP40EO30BJ10SB20
"3862","+79971,75+432812,08",SUP,MF,"95","14","50",EO40BJ20FI10SB30
"3863","+79974,20+444290,23",SUP,R,"75","12",JIN,SB90EB10
"3864","+79975,75+444516,34",SUP,R,"75","9","30",SB90FX10
"3865","+79986,06+434766,07",SUP,MF,"75","14","30",EO40PE20BP10SB30
"3866","+79987,92+444812,35",SUP,MM,"85","11",JIN,SB40EB10BP30BJ10EO10
"3867","+79997,13+437063,25",SUP,R,"75","13","50",SB70EB10EO20
"3868","+80000,63+435031,48",SUP,R,"95","8","30",SB80EB10FI10
"3869","+80005,93+436198,24",SUP,R,"95","13","30",SB90EB10
"3870","+80007,08+443763,20",SUP,MR,"75","15",JIN,SB60EB10BJ20FX10
"3871","+80019,36+443328,21",SUP,MF,"75","11",JIN,BP30EO20BJ10SB40
"3872","+80021,92+434661,76",SUP,MR,"75","4","10",RX60FX30FN10
"3873","+80027,27+434157,89",SUP,MF,"95","12","30",EO40BJ20BP10SB30
"3874","+80035,01+443080,72",SUP,MR,"75","12",JIN,SB50EB10BP20BJ10PE10
"3875","+80037,35+435769,69",SUP,R,"95","13","30",SB80EB10BP10
"3876","+80047,09+433294,23",SUP,MF,"95","17","50",ES40BJ20EO10SB30
"3877","+80047,21+432485,79",SUP,MF,"95","16","50",EO40BJ20FN10SB20EB10
"3878","+80047,22+436075,47",SUP,R,"95","12","30",SB90EB10
"3879","+80061,28+441983,27",SUP,R,"85","11","30",SB80EO10FN10
"3880","+80062,77+437319,85",SUP,F,"85","16",JIN,EO50BJ30SB20
"3881","+80063,82+440031,73",SUP,MR,"85","11",JIN,SB50EB10EO20BJ10BP10
"3882","+80073,49+432922,50",SUP,MR,"85","15","50",SB60EB10ES20BJ10
"3883","+80082,74+439227,71",SUP,R,"75","15",JIN,SB80EB20
"3884","+80093,15+443542,97",SUP,R,"95","10","30",PG70RX10BP20
"3885","+80096,32+441210,46",SUP,MF,"75","15",JIN,BJ30EO20BP10SB30EB10
"3886","+80098,84+431842,42",SUP,MF,"95","14","50",EO40BJ20BP10SB20EB10
"3887","+80099,88+440534,96",SUP,MR,"75","16",JIN,SB50EB10BJ30EO10
"3888","+80100,73+436426,90",SUP,R,"95","11","30",SB80EB10BP10
"3889","+80105,60+436284,01",SUP,R,"85","13","30",SB80EB10BP10
"3890","+80128,43+435554,35",SUP,MR,"85","14","30",SB60EB10BP30
"3891","+80129,85+443389,67",SUP,MR,"85","10",JIN,SB60BP20BJ10EO10
"3892","+80132,63+436925,98",SUP,R,"85","13","30",SB80EO20
"3893","+80139,08+442662,02",SUP,MF,"75","15",JIN,BJ40EO20BP10SB30
"3894","+80143,55+433628,74",SUP,MR,"75","10","30",SB70EO30
"3895","+80143,87+432629,08",SUP,MR,"75","14",JIN,SB30TO20EB10BJ30ES10
"3896","+80147,39+434580,77",SUP,MR,"85","8","30",SB60EB10EO30
"3897","+80148,43+432165,99",SUP,MF,"85","17",VIN,BJ40ES20SB20EB10TO10
"3898","+80152,21+440781,93",SUP,F,"95","18",VIN,ES40BJ30EO10SB20
"3899","+80157,06+442852,09",SUP,MF,"85","12",JIN,BP40BJ20EO10SB30
"3900","+80173,13+441111,86",SUP,MF,"75","15",JIN,BJ30EO20BP10SB30EB10
"3901","+80176,54+438299,13",SUP,MF,"75","16",JIN,BJ50FX10SB30EB10
"3902","+80177,99+436673,43",SUP,MR,"75","13",JIN,SB50EB10PE20EO10FN10
"3903","+80182,76+443695,25",SUP,R,"85","9","30",SB90FX10
"3904","+80188,33+438683,43",SUP,R,"75","14","70",EN40SB30PG10BP10EO10
"3905","+80189,85+444326,79",SUP,MF,"75","15",VIN,BJ40EO30SB20EB10
"3906","+80195,41+441622,18",SUP,MF,"75","18",VIN,BJ50EO20SB30
"3907","+80204,28+437387,50",SUP,F,"95","14",JIN,EO50BJ30BP10SB10
"3908","+80206,35+435117,75",SUP,MM,"75","11",JIN,SB40EB10EO30BJ10PE10
"3909","+80215,03+444666,15",SUP,MF,"85","11",JIN,BP50EO10FN10SB30
"3910","+80224,70+445018,28",SUP,R,"75","10","30",SB100
"3911","+80226,17+444019,90",SUP,R,"75","10","30",SB80EB10FX10
"3912","+80227,55+436819,66",SUP,R,"85","13","30",SB70EB10EO20
"3913","+80236,86+445238,84",SUP,MF,"85","12","50",BP40EO10FN10SB30EB10
"3914","+80238,89+434853,59",SUP,MM,"75","12","30",SB40EB10EO30BJ10PE10
"3915","+80244,23+443047,27",SUP,R,"85","9","30",SB100
"3916","+80245,59+440315,19",SUP,MF,"75","20",VIN,BJ60EO10SB20EB10
"3917","+80254,26+436022,06",SUP,R,"95","13","30",SB80EB10BP10
"3918","+80254,44+437108,88",SUP,MR,"85","14","30",SB60EB10EO30
"3919","+80255,07+442065,67",SUP,F,"85","14",JIN,EO50BP20BJ10SB20
"3920","+80258,76+441367,03",SUP,F,"75","18",VIN,BJ60EO20SB20
"3921","+80268,73+433955,28",SUP,R,"85","8","30",SB80EO10PE10
"3922","+80269,11+433309,87",SUP,MF,"75","15",JIN,BJ30ES20EO10FN10EB20SB10
"3923","+80278,77+439960,15",SUP,MM,"85","10",JIN,SB50EO20BJ10BP10FN10
"3924","+80288,95+432350,88",SUP,MF,"95","13",JIN,BJ30ES30EO10SB20RX10
"3925","+80290,92+435623,94",SUP,R,"95","14","30",SB70EB10BP20
"3926","+80298,21+432536,10",SUP,MF,"65","16",VIN,BJ40ES20TO20EB10SB10
"3927","+80315,75+441818,58",SUP,F,"75","17",JIN,EO40BJ20BP20SB20
"3928","+80322,72+438167,31",SUP,MR,"75","13",JIN,SB50PG20EO20BP10
"3929","+80338,13+444255,45",INF,MF,"65","9","30",BP40EO20SB40
"3930","+80338,13+444255,45",SUP,F,"55","15","90",BJ50EO20BP10SB20
"3931","+80341,17+434522,11",SUP,MM,"85","9","30",SB50EO30BP10PE10
"3932","+80343,53+431933,80",SUP,F,"95","13","50",BJ30BP30EO20EB10SB10
"3933","+80359,99+440174,74",SUP,MR,"75","13",JIN,SB50EB10EN10BJ20EO10
"3934","+80363,47+434288,86",SUP,MF,"85","10","30",EO40BJ20BP10SB30
"3935","+80365,88+435239,35",SUP,MR,"75","12","30",SB60EB10EO20BJ10
"3936","+80373,34+432153,45",SUP,MR,"75","16",VIN,TO30SB20RX10BJ30ES10
"3937","+80374,48+442579,96",SUP,MR,"85","13","50",SB50EB10EN10BJ20ER10
"3938","+80385,21+436411,81",SUP,MR,"85","15",JIN,SB50EB10EO30PE10
"3939","+80391,31+432485,93",SUP,MF,"65","17",VIN,BJ40BP10EO10SB20EB10TO10
"3940","+80396,27+443459,34",SUP,MR,"85","12",JIN,SB50EB10BP30BJ10
"3941","+80396,62+440542,35",SUP,MR,"75","14","70",SB60EB10BJ20EO10
"3942","+80399,36+440715,13",SUP,MF,"85","18",JIN,BJ30EO30ES10SB30
"3943","+80400,76+443234,65",SUP,R,"65","16",VIN,SB60EB30FX10
"3944","+80401,88+440940,29",SUP,F,"75","17",JIN,BJ40EO30ES10SB20
"3945","+80403,74+431881,55",SUP,MR,"75","13",JIN,SB40TO20EB10BJ20BP10
"3946","+80407,81+433186,32",SUP,MR,"85","16",JIN,SB60EB10EO20BJ10
"3947","+80409,27+432689,62",SUP,R,"95","11",JIN,SB80EB10FX10
"3948","+80412,71+433795,48",SUP,MR,"75","9","30",SB70BP10EO10PE10
"3949","+80424,02+439525,89",SUP,MF,"75","17",VIN,BJ50EO20SB20EB10
"3950","+80427,80+440275,92",SUP,MR,"75","16",VIN,SB50EB10BJ30EO10
"3951","+80435,55+432844,00",SUP,MR,"85","16",JIN,SB60EB10EO20BJ10
"3952","+80448,86+443628,22",SUP,R,"75","8","30",SB50EN30BP20
"3953","+80451,60+441717,09",SUP,MM,"75","16",VIN,SB30EB20BJ30EO20
"3954","+80458,38+436045,01",SUP,MF,"85","17",JIN,EO50BJ10PE10SB20EB10
"3955","+80463,20+435557,12",SUP,MM,"85","14","30",SB50PE30EO20
"3956","+80466,71+442517,07",SUP,MF,"85","15",JIN,ES30BJ20BP10SB30EB10
"3957","+80485,97+436973,29",SUP,R,"95","14","30",SB80EB10EO10
"3958","+80491,77+444226,71",SUP,MF,"85","13",JIN,BJ30BP20EO20SB30
"3959","+80492,07+439813,38",SUP,MF,"85","11",JIN,BJ20BP20EO20SB30EB10
"3960","+80492,31+435000,60",SUP,R,"85","12","30",SB100
"3961","+80520,62+442338,05",SUP,F,"75","20",VIN,BJ40EO20ES20SB20
"3962","+80520,63+441497,80",SUP,MF,"65","17",VIN,BJ60ER10SB20EB10
"3963","+80530,30+436660,68",SUP,R,"85","12","30",SB90EB10
"3964","+80531,66+444808,72",SUP,R,"85","10","30",SB100
"3965","+80534,69+440439,53",SUP,MF,"75","19",VIN,BJ50EO10EB20SB20
"3966","+80539,61+435618,92",SUP,MF,"65","17",JIN,BJ50EO10EB20SB20
"3967","+80540,92+436425,60",SUP,R,"65","15",JIN,SB70EB10BJ10EO10
"3968","+80540,93+432994,95",SUP,MF,"75","18",JIN,BJ30ES20BP10EO10SB20RX10
